,sqft_above,sqft_living15,bathrooms,view,sqft_basement,floors,grade,condition,yr_built,yr_renovated,floors,price
1067,1410,2050,2.25,2,0,2.0,7,3,1988,0,2.0,318000
19699,1340,1430,2.25,0,90,2.0,8,3,2005,0,2.0,522500
11505,4330,5110,3.25,0,0,2.0,11,3,1997,0,2.0,1210000
7483,1010,2310,1.0,0,0,1.0,7,3,1950,0,1.0,375000
15663,1330,2630,1.75,1,660,1.0,8,3,1941,0,1.0,779000
1170,2010,2350,2.5,0,0,2.0,9,3,2008,0,2.0,605000
12458,1450,1360,1.0,0,0,1.5,7,5,1910,0,1.5,257000
7714,1100,1020,1.0,0,0,1.0,7,3,1960,0,1.0,249900
9058,3770,3380,3.5,0,0,2.0,9,3,2003,0,2.0,665000
19545,1800,2010,2.25,0,0,2.0,8,4,2004,0,2.0,321000
13757,5370,2770,3.25,4,0,2.0,11,4,1990,0,2.0,1350000
15477,2330,3320,2.5,2,0,1.0,10,3,1996,0,1.0,665000
14699,2530,2070,2.5,0,500,2.0,9,3,1947,2000,2.0,998000
4906,1530,2640,2.25,0,580,1.0,8,3,1980,0,1.0,298700
1768,3670,2980,2.25,3,700,2.5,10,4,1907,1994,2.5,2350000
8846,2350,2300,2.0,0,0,1.0,7,3,1993,0,1.0,539000
9294,1520,1850,2.25,0,660,1.5,8,5,1939,0,1.5,727000
9677,960,1830,1.75,0,400,1.0,7,5,1971,0,1.0,296000
20197,1100,1450,3.25,0,350,2.0,8,3,2009,0,2.0,380000
18333,1870,1900,2.5,0,0,2.0,8,3,2003,0,2.0,345000
11521,1710,2540,2.5,0,1230,1.0,9,3,1996,0,1.0,589000
3269,2100,2420,2.25,1,0,2.0,8,4,1979,0,2.0,600000
8178,1730,1780,2.5,0,0,2.0,8,3,1994,0,2.0,258000
3653,2970,3100,2.5,0,0,2.0,9,3,1993,0,2.0,715000
11264,1900,1510,2.5,0,0,2.0,8,3,2006,0,2.0,530000
11263,1450,2140,2.25,0,810,1.0,7,3,1962,0,1.0,514000
11353,2120,1860,3.5,0,0,2.0,7,5,1979,0,2.0,317000
4517,1430,1430,2.25,0,0,3.0,8,3,2005,0,3.0,407000
749,1070,1450,1.5,0,440,1.0,7,3,1970,0,1.0,435000
18593,2270,2360,2.5,0,0,2.0,7,3,1999,0,2.0,480000
13127,1370,1370,1.5,0,0,1.5,7,3,1961,0,1.5,219000
20824,2810,2910,3.5,0,750,2.0,8,3,2013,0,2.0,616950
20837,730,1020,1.0,0,0,1.0,7,3,2009,0,1.0,325000
9979,1680,1880,1.75,0,0,1.0,7,4,1967,0,1.0,530000
3441,790,1380,1.0,0,0,1.0,6,3,1944,0,1.0,100000
2983,2130,2550,2.25,2,0,2.0,8,4,1961,0,2.0,802000
20533,2750,3090,3.5,0,760,2.0,8,3,2010,0,2.0,540000
16050,3010,2960,2.5,0,0,2.0,9,3,2000,0,2.0,568500
14070,4440,2940,4.75,4,1760,2.0,11,4,1989,0,2.0,3300000
16208,1450,2060,2.25,2,780,1.5,8,5,1928,0,1.5,439000
16598,1760,1190,2.0,0,0,1.0,7,4,1943,0,1.0,229000
9151,1760,2590,2.0,0,0,1.0,7,3,1998,0,1.0,295000
20727,1300,1410,2.25,0,145,2.0,7,3,2005,0,2.0,355000
15344,1870,2950,3.0,0,460,2.0,10,5,1927,1979,2.0,1050000
1722,1240,1810,1.0,0,0,1.0,7,5,1959,0,1.0,350000
1702,1820,1850,2.25,0,0,2.0,8,3,1978,0,2.0,469000
17627,1180,1680,1.0,0,0,1.0,7,3,1950,0,1.0,507000
17646,1650,1716,2.75,0,590,2.5,7,3,1901,0,2.5,625000
5555,1380,1380,2.0,0,0,1.0,7,4,1968,0,1.0,406430
954,2670,2300,3.0,2,0,2.0,7,3,1916,1978,2.0,550000
2361,1160,1920,1.0,0,760,1.0,7,3,1961,0,1.0,230000
16209,2350,1570,2.25,0,0,1.0,7,3,1961,0,1.0,277554
19253,1640,1440,2.5,2,180,3.0,8,3,1998,0,3.0,504500
9134,1180,1700,1.0,0,0,1.0,7,4,1963,0,1.0,383001
18915,1484,1484,2.5,0,0,3.0,7,3,2003,0,3.0,365000
12739,1370,2040,1.75,0,400,1.0,8,3,1967,0,1.0,606150
4810,1040,1370,1.0,0,400,1.0,7,3,1953,0,1.0,285000
11647,1740,2100,2.0,0,1340,1.0,8,4,1965,0,1.0,530000
3936,1040,1200,1.75,0,500,1.0,6,4,1919,0,1.0,433500
5727,1610,1540,2.5,0,0,3.0,8,3,2000,0,3.0,499000
21286,2710,2710,2.5,0,0,2.0,7,3,2011,0,2.0,540000
16284,2440,2500,2.25,2,1390,1.0,9,5,1962,0,1.0,887000
1831,1950,2160,3.5,2,750,1.5,6,4,1948,0,1.5,565000
222,2330,1910,2.25,0,0,2.0,8,3,1987,0,2.0,527000
10434,1310,1310,2.0,0,0,1.0,7,3,1990,0,1.0,240000
19765,2650,3510,3.5,0,1281,2.0,10,3,2014,0,2.0,450000
20041,1520,1860,2.0,0,0,2.0,7,3,1977,2006,2.0,434900
9715,2160,2160,2.5,0,0,2.0,8,3,1988,0,2.0,555000
1179,1330,1710,1.0,0,0,1.0,7,4,1977,0,1.0,535000
89,765,1030,1.75,0,265,2.0,7,3,2006,0,2.0,335000
2514,2750,2140,3.25,2,1000,2.0,9,5,1936,1968,2.0,1250000
14299,1550,1860,1.75,0,0,1.5,8,4,1958,0,1.5,645000
1288,2230,1970,2.25,0,240,2.0,8,3,1984,0,2.0,350000
13642,1220,1260,1.0,0,0,1.0,7,4,1972,0,1.0,201000
16908,1480,1480,1.75,0,0,1.5,8,3,1980,0,1.5,560000
11125,1360,1600,2.75,0,1250,1.0,7,3,1965,0,1.0,368000
14517,1490,2900,2.5,0,1410,1.0,10,3,1987,0,1.0,770000
15456,1010,1850,1.5,0,940,1.0,7,4,1956,0,1.0,275000
2198,4490,4470,3.75,0,0,2.0,12,3,1998,0,2.0,1680000
13756,2300,2270,2.25,0,0,2.0,8,4,1978,0,2.0,263850
590,1010,2450,1.5,0,820,1.0,7,3,1981,0,1.0,505000
19093,2360,1800,4.25,0,890,2.0,8,3,1944,2001,2.0,980000
2181,1450,1680,1.0,0,0,1.0,7,3,1952,0,1.0,150000
2823,2360,2300,2.5,0,1400,1.0,9,3,1967,0,1.0,838300
2137,1340,2060,1.75,0,760,1.0,8,3,1955,0,1.0,735000
2167,1720,2290,2.5,0,1580,1.0,9,4,1971,0,1.0,765000
15497,1650,1420,2.25,0,0,2.0,7,3,1988,0,2.0,266750
11950,1400,1600,1.0,0,0,1.5,6,4,1948,0,1.5,325000
11189,1310,1530,2.0,0,0,1.0,7,3,1987,0,1.0,230000
2951,1970,2590,2.5,0,0,2.0,8,3,2004,0,2.0,438000
9643,2230,2860,1.75,0,750,1.0,9,4,1976,0,1.0,575000
1205,970,1730,2.0,2,970,1.0,7,5,1940,0,1.0,651000
11547,1010,1750,2.0,0,740,1.0,8,3,1914,2005,1.0,808250
10580,1310,1530,1.75,0,0,1.0,7,3,1976,0,1.0,373000
17320,1530,2400,2.5,0,500,1.0,7,4,1953,0,1.0,515000
13601,2440,1860,2.5,0,0,2.0,7,3,1999,0,2.0,310000
3657,850,2160,1.0,0,0,1.0,6,4,1940,0,1.0,440000
11371,2110,1970,2.5,0,890,1.5,7,4,1918,0,1.5,666000
17413,1260,1570,1.75,0,0,1.0,7,5,1947,0,1.0,375000
10082,1160,1420,2.75,0,260,2.0,8,3,2004,0,2.0,362000
5505,1160,1160,1.0,0,0,1.0,7,3,1968,0,1.0,322500
5126,1200,1600,1.75,0,940,1.0,7,3,1962,0,1.0,528000
6114,720,1170,1.0,0,0,1.0,6,4,1908,0,1.0,185000
4757,1540,1460,3.0,0,0,1.5,7,5,1902,0,1.5,624000
8126,480,890,1.0,0,0,1.0,5,3,1922,0,1.0,170000
15703,1300,1300,2.0,0,0,2.0,7,3,1988,0,2.0,422500
5257,1540,1540,2.5,0,0,2.0,8,3,2014,0,2.0,439990
17562,800,1790,1.0,0,0,1.5,5,5,1950,0,1.5,375000
16310,2860,2790,2.5,0,0,2.0,9,3,2000,0,2.0,666500
15840,1170,1760,1.75,0,550,1.0,7,4,1978,0,1.0,583500
20462,1280,1450,2.5,0,0,3.0,8,3,2009,0,3.0,540000
6173,1080,1650,2.5,0,1080,1.0,7,3,1940,0,1.0,650000
13857,1670,2890,3.0,0,1360,1.0,8,4,1980,0,1.0,624500
13753,980,1070,1.0,0,0,1.5,7,3,1946,0,1.5,340000
184,2140,2260,2.75,0,990,2.0,9,3,1993,0,2.0,835000
13979,790,1030,1.0,0,0,1.0,6,3,1944,0,1.0,200000
1365,1981,1981,2.5,0,0,2.0,8,3,2010,0,2.0,303700
9374,1010,1490,1.75,0,990,1.0,7,5,1975,0,1.0,275000
4422,1940,2630,2.75,4,790,1.5,9,3,1963,2001,1.5,1340000
1161,2940,2010,4.5,0,0,1.5,8,4,1966,0,1.5,482500
16334,2870,3640,3.25,2,1120,2.0,9,3,1922,1999,2.0,1500000
15587,1380,1620,2.0,0,0,2.0,7,3,1971,0,2.0,275000
15879,2190,1570,2.25,0,0,2.0,7,3,1986,0,2.0,245000
1610,1530,1730,2.5,0,1000,2.0,8,3,1991,0,2.0,454000
17109,770,1060,1.0,0,0,1.0,7,3,1947,0,1.0,180000
14784,2910,2390,3.75,0,800,2.0,10,3,1978,0,2.0,998000
1217,1410,1550,1.75,0,0,1.0,7,3,1982,0,1.0,307000
20367,1160,1370,2.25,0,290,2.0,8,3,2006,0,2.0,419700
7730,3230,3230,3.25,0,0,2.0,10,3,1999,0,2.0,817500
5966,1700,1570,2.5,0,0,2.0,7,3,1997,0,2.0,215000
14900,2100,2396,2.25,0,0,2.0,8,3,1983,0,2.0,437500
7956,1700,2460,2.5,0,1100,1.0,8,3,1971,0,1.0,569500
13953,1810,2180,2.0,4,0,2.0,8,3,1913,1987,2.0,649000
19190,2080,2100,3.25,0,1000,2.0,8,3,1984,0,2.0,695000
15515,1710,3080,2.75,4,1700,1.0,8,5,1958,0,1.0,1100000
3148,1720,2220,2.5,0,0,2.0,7,3,2005,0,2.0,389000
17452,870,1500,2.0,0,630,1.0,7,3,2003,0,1.0,395000
14415,2010,2230,2.25,0,0,2.0,8,3,1985,0,2.0,500000
15769,2420,1570,2.0,0,0,1.5,7,3,1967,0,1.5,525000
18869,2400,2230,2.5,0,0,2.0,8,5,1983,0,2.0,562000
2007,3110,2650,2.5,0,0,2.0,9,3,1990,0,2.0,485000
1983,2840,2500,2.5,0,0,2.0,9,3,1994,0,2.0,500000
14125,1450,1660,2.25,0,0,1.0,7,5,1950,1983,1.0,375000
21196,1120,1810,3.0,0,210,2.0,8,4,2005,0,2.0,552100
8117,1100,1100,2.25,0,0,2.0,9,3,2009,0,2.0,374000
11073,2200,2200,2.5,0,0,2.0,8,3,2003,0,2.0,299900
1944,4150,3320,2.5,0,0,2.0,10,3,1988,0,2.0,930800
2285,910,1170,1.0,0,0,1.0,7,3,1955,0,1.0,306000
3637,1380,1930,4.0,0,1300,1.0,7,3,1962,2014,1.0,777000
13135,2330,1570,1.0,0,0,1.5,7,4,1920,0,1.5,950000
16196,850,2180,2.25,0,850,1.0,7,5,1969,0,1.0,565000
15183,3420,2260,2.5,0,0,2.0,10,3,2000,0,2.0,975000
7173,2410,2310,2.5,0,0,2.0,10,4,1989,0,2.0,700000
17785,1310,1780,2.5,2,930,1.0,7,3,1979,0,1.0,287500
1899,710,1690,1.75,0,620,1.0,6,5,1936,0,1.0,375000
10116,1080,1700,1.0,0,620,1.0,7,3,1977,0,1.0,456000
17788,1000,1510,1.75,0,520,1.0,7,4,1955,0,1.0,508450
10261,920,1010,1.0,0,0,1.0,6,3,1960,0,1.0,125000
18804,1350,1940,2.75,0,1270,1.0,8,5,1979,0,1.0,519000
16079,1060,1990,1.75,0,770,1.0,7,3,1962,0,1.0,383000
2135,1240,1810,2.25,0,570,1.0,7,3,1977,0,1.0,251700
14244,1250,1270,1.75,0,0,1.0,6,4,1971,0,1.0,295000
10199,1660,2330,3.0,0,1660,1.0,8,4,1977,0,1.0,400000
3817,3420,3380,3.75,2,800,2.0,11,5,1991,0,2.0,1580000
8785,1540,1590,1.5,0,0,2.0,8,3,1907,0,2.0,659000
19391,1440,1440,2.5,0,0,2.0,7,3,2006,0,2.0,260000
16731,1650,1730,2.0,0,0,2.0,8,3,1945,1986,2.0,643500
14679,1850,1930,2.5,0,0,2.0,8,3,1997,0,2.0,405000
11299,1690,1990,3.75,0,690,1.5,7,3,1927,0,1.5,695000
16899,1630,2440,2.5,0,740,1.0,9,3,1984,0,1.0,655000
11308,1420,2020,1.75,0,0,1.0,7,4,1960,0,1.0,460000
1400,910,890,1.0,0,0,1.0,6,5,1942,0,1.0,280000
6488,720,1460,1.0,0,0,1.0,6,3,1942,0,1.0,405000
20835,2425,2725,2.5,0,0,2.0,9,3,2013,0,2.0,447500
388,2120,1880,2.5,0,0,2.0,8,3,1993,0,2.0,403950
3619,1080,1510,1.5,0,300,1.0,7,3,1955,0,1.0,525000
3945,3770,2290,3.25,0,0,2.0,10,3,1992,0,2.0,998000
5537,2650,2630,2.5,0,0,2.0,9,3,2000,0,2.0,428400
5896,3780,3720,3.25,0,0,2.0,11,3,2002,0,2.0,1030000
17723,1680,950,1.75,0,0,1.5,7,3,1948,0,1.5,375000
9133,2790,2020,2.25,0,680,1.5,8,4,1978,0,1.5,455000
3957,1320,1430,3.0,0,840,1.0,7,5,1921,0,1.0,665000
18588,1400,1490,1.75,0,1400,1.0,9,3,1924,2006,1.0,863000
2724,3060,3430,2.25,0,0,2.0,10,3,1989,0,2.0,749999
8649,800,940,1.0,0,400,1.0,6,3,1950,0,1.0,260000
14735,1340,1350,2.0,0,0,1.0,8,3,2004,0,1.0,381000
324,960,1820,1.0,0,280,1.0,6,3,1922,1984,1.0,232000
285,2720,2410,2.5,0,0,2.0,9,3,1992,0,2.0,370000
13480,2360,3620,2.5,0,1120,2.0,9,3,2000,0,2.0,852500
327,2050,2320,2.0,0,0,1.5,9,4,1922,0,1.5,740000
10476,1470,1770,1.0,0,390,1.0,8,3,1954,0,1.0,460000
4992,1580,1400,1.5,0,0,1.0,6,4,1957,0,1.0,233500
20728,860,1100,2.25,0,0,2.0,9,3,2009,0,2.0,345000
18050,1250,1320,1.5,0,0,1.0,7,4,1969,0,1.0,210000
5532,1580,2080,1.75,0,0,1.0,8,3,1970,0,1.0,625000
4771,2090,1700,1.75,0,0,1.0,7,4,1948,0,1.0,248500
15502,1560,2620,1.0,1,0,1.5,7,4,1942,0,1.5,724000
4806,940,1900,1.0,0,0,1.0,6,3,1941,0,1.0,255000
521,630,1470,1.0,0,0,1.0,6,3,1943,2005,1.0,190000
6745,1110,1110,1.5,0,0,3.0,8,3,2000,0,3.0,320000
20641,1800,1580,2.5,0,0,2.0,8,3,2011,0,2.0,379900
3347,1260,1470,1.0,0,530,1.0,7,4,1954,0,1.0,401500
20984,2430,2620,2.5,0,0,2.0,7,3,2011,0,2.0,485000
5915,1360,1460,1.0,0,0,1.0,5,4,1937,0,1.0,335000
16097,1760,1640,3.0,0,600,1.0,8,3,1949,0,1.0,550000
431,4040,3930,3.0,0,0,2.0,11,3,1987,0,2.0,988000
21306,2790,3600,3.5,0,840,2.0,9,3,2014,0,2.0,834950
6260,1680,1840,1.75,0,0,2.0,8,3,1991,0,2.0,359000
5454,1890,2720,1.75,0,0,1.0,8,4,1968,0,1.0,575000
956,2100,1930,1.75,0,0,1.0,7,4,1963,0,1.0,323000
10930,1690,1690,2.5,0,0,2.0,7,3,2004,0,2.0,475000
12626,2120,2120,2.25,2,0,2.0,7,4,1985,0,2.0,379500
8779,1350,2020,2.25,0,400,1.0,7,3,1965,0,1.0,270000
11967,1490,2070,1.75,0,0,1.0,8,5,1958,0,1.0,685650
6313,1510,1480,1.75,0,0,1.0,7,5,1957,0,1.0,402000
11270,720,1580,1.0,0,0,1.0,7,3,1911,0,1.0,270000
5592,2540,3640,2.5,0,0,2.0,9,3,1999,0,2.0,630000
10119,1890,1980,2.5,0,0,2.0,7,3,2005,0,2.0,285000
8714,1480,1130,1.75,0,0,1.0,7,3,1980,0,1.0,237500
12844,1040,1780,1.0,0,0,1.0,7,3,1948,0,1.0,240000
15850,810,1050,1.0,0,0,1.0,6,3,1949,0,1.0,237500
5284,1100,1746,1.0,0,0,1.0,6,4,1943,0,1.0,303000
15800,1290,1760,1.0,0,0,1.0,7,4,1956,0,1.0,362000
808,2600,2600,2.5,0,0,2.0,7,3,2004,0,2.0,581000
711,1450,1210,1.75,0,0,1.0,7,4,1981,0,1.0,243000
1553,1120,1340,1.0,0,0,1.0,7,4,1972,0,1.0,343000
19179,1630,2410,2.5,0,600,2.0,8,5,1906,0,2.0,1000000
5392,1010,1110,1.0,0,0,1.0,7,3,1955,0,1.0,200000
4850,1160,1670,1.75,0,0,1.0,7,4,1992,0,1.0,285000
1774,1330,1910,2.25,0,440,1.0,8,3,1981,0,1.0,327500
5306,780,1540,1.5,0,480,1.0,7,4,1944,0,1.0,499000
8587,1280,1420,1.5,0,0,3.0,7,3,2003,0,3.0,281000
10444,1680,2300,2.25,2,840,1.0,8,3,1970,0,1.0,415000
15435,1810,1980,2.75,0,1250,1.0,9,3,1982,0,1.0,657000
20568,2550,2430,2.5,0,0,2.0,7,3,2007,0,2.0,492000
16752,2530,3110,2.25,0,0,2.0,9,4,1985,0,2.0,615000
5577,1560,2060,2.25,0,500,1.5,7,3,1927,1983,1.5,360000
16634,1020,1530,1.75,2,510,1.0,7,3,1948,0,1.0,635000
21176,2920,2930,2.5,0,0,2.0,9,3,2013,0,2.0,675900
95,2390,1950,2.5,0,910,1.0,7,3,1946,1991,1.0,905000
12893,1470,1140,2.5,2,250,2.0,8,3,2000,0,2.0,536500
19117,1570,2430,2.75,2,1570,1.0,8,5,1961,0,1.0,920000
2012,2470,2470,2.5,0,0,2.0,8,3,2004,0,2.0,352000
20110,3600,3590,2.5,0,0,2.0,9,3,2014,0,2.0,923990
10976,1870,2150,2.5,0,0,2.0,8,3,1989,0,2.0,299990
5482,1250,1640,1.75,0,0,1.0,7,4,1987,0,1.0,268000
16696,1460,2200,2.75,0,770,1.0,8,4,1977,0,1.0,550000
14837,2520,1810,2.5,0,0,2.0,8,3,1906,2002,2.0,865000
13569,990,1550,1.75,0,450,1.0,7,3,1981,0,1.0,274000
7822,1200,1200,1.0,0,0,1.0,6,3,1977,0,1.0,210000
14148,2380,2240,2.75,0,480,2.5,8,4,1902,0,2.5,750000
13673,1410,1290,2.5,0,0,2.0,7,3,2006,0,2.0,265000
14118,1300,2050,2.0,0,750,1.0,7,3,1967,0,1.0,300000
6668,1530,1530,1.0,0,0,1.0,7,4,1920,0,1.0,590000
6845,2320,2090,2.5,0,0,2.0,8,3,1986,0,2.0,470101
4311,1670,2780,2.25,3,1110,1.0,9,4,1948,0,1.0,834500
18612,1750,1840,1.5,0,0,2.0,8,3,1983,0,2.0,260000
7726,1300,1990,2.25,0,760,1.0,7,3,1960,0,1.0,340000
13006,1010,1480,1.0,0,0,1.0,7,3,1957,0,1.0,300000
6913,930,1470,2.5,0,540,1.0,7,3,1985,0,1.0,435000
7485,1430,1350,1.5,0,560,1.0,6,3,1944,0,1.0,580000
14029,770,1550,1.0,0,0,1.0,6,3,1950,0,1.0,257000
6545,930,1980,2.0,0,930,1.0,7,4,1983,0,1.0,615000
18666,1030,1460,1.5,0,0,1.0,7,4,1952,0,1.0,267000
6762,3340,2230,2.25,0,0,2.0,8,4,1973,0,2.0,311000
6531,1280,1180,2.5,0,890,1.5,7,5,1923,0,1.5,539000
14773,1140,1720,2.0,0,0,1.0,7,4,1998,0,1.0,250000
13029,1390,2460,1.75,0,1190,1.0,9,3,1986,0,1.0,570000
14967,840,840,1.0,0,0,1.0,6,4,1961,0,1.0,169950
18868,1010,1310,1.0,0,0,1.0,7,5,1953,0,1.0,350000
8246,960,1010,1.0,0,0,1.0,6,5,1951,0,1.0,267500
13262,1450,2120,2.5,0,670,1.0,8,4,1961,0,1.0,550000
2855,2070,2090,2.5,0,0,2.0,8,3,1999,0,2.0,423700
6506,2330,2620,3.0,3,1000,1.5,9,5,1928,0,1.5,1240000
2864,1100,1640,2.25,0,530,1.0,7,3,1974,0,1.0,425000
3953,3160,3260,3.5,2,1020,2.0,10,3,1990,0,2.0,1020000
13684,3110,2620,3.5,1,1680,2.0,9,3,2005,0,2.0,818500
10588,990,2190,2.0,2,600,1.0,7,3,1900,0,1.0,783200
20181,2940,3300,4.0,0,830,2.0,10,3,2006,0,2.0,1100000
12827,2070,1650,2.5,0,0,2.0,8,3,2001,0,2.0,718000
2375,1390,2010,2.0,0,800,1.0,7,3,1961,0,1.0,437000
6646,2370,2290,2.75,0,0,2.0,7,3,2002,0,2.0,350000
16413,2330,2320,3.25,0,1090,2.0,10,3,2008,0,2.0,548000
3240,1250,1380,2.5,0,620,1.0,7,4,1994,0,1.0,325000
1338,1300,1520,1.75,0,0,1.0,7,5,1968,0,1.0,445950
10754,1600,2640,2.5,3,1600,1.0,8,5,1959,0,1.0,1310000
18353,1700,2960,1.75,0,1380,1.0,9,4,1941,0,1.0,1140000
1322,1840,1890,2.5,0,0,2.0,8,3,2000,0,2.0,620000
20509,3135,3008,2.5,0,0,2.0,9,3,2005,0,2.0,374500
20288,1060,2480,1.75,0,280,2.0,7,3,2006,0,2.0,520000
9560,1590,1960,2.5,0,520,1.0,8,4,1975,0,1.0,380000
1283,1240,2060,1.0,0,0,1.0,7,4,1972,0,1.0,270000
12826,1020,1600,1.0,0,0,1.0,6,4,1900,1965,1.0,214000
4486,2640,2010,3.0,0,340,2.0,10,2,1981,0,2.0,950000
1188,1160,1790,1.75,0,600,1.0,7,3,1956,0,1.0,405000
14801,2650,2200,2.5,0,0,2.0,9,3,2005,0,2.0,660000
7678,2260,2640,2.75,0,380,1.5,9,3,1978,0,1.5,698000
1127,1560,1380,1.5,0,990,1.0,7,4,1959,0,1.0,272000
7646,2870,2500,3.5,3,950,2.0,9,3,1999,0,2.0,830000
1013,1080,2230,1.0,0,0,1.0,7,3,1922,0,1.0,429000
7888,1310,1710,1.5,0,0,1.0,7,4,1968,0,1.0,222000
13562,970,1540,1.0,0,560,1.0,7,3,1952,0,1.0,279000
19256,1250,1370,1.5,0,480,1.0,7,3,1947,0,1.0,550000
19628,2130,2250,2.5,0,0,2.0,8,3,2013,0,2.0,456000
18676,1040,1670,2.0,0,550,1.0,7,3,1967,2014,1.0,330000
12438,1320,1870,1.75,0,550,1.0,8,5,1978,0,1.0,344950
8113,3150,1880,4.0,0,0,2.0,8,3,2013,0,2.0,450000
8997,2190,2400,2.5,0,0,2.0,8,3,1991,0,2.0,463000
1982,1990,1320,1.0,0,0,1.0,7,3,1972,0,1.0,310000
8966,2750,3160,2.5,0,0,2.0,10,3,1991,0,2.0,812500
13408,3160,3110,2.5,0,0,2.0,8,3,2005,0,2.0,697000
6550,1010,1150,1.0,0,0,1.0,7,5,1968,0,1.0,234000
2781,1040,1280,1.75,0,530,1.0,7,3,1979,0,1.0,359950
18749,2630,2880,3.0,0,0,2.0,9,3,2006,0,2.0,731781
16685,1430,1610,2.0,0,0,1.0,7,3,1994,0,1.0,234950
8204,860,900,1.0,0,0,1.0,5,5,1942,0,1.0,222900
6303,2210,2990,2.5,0,780,2.0,9,3,2003,0,2.0,760000
2789,1100,1260,1.0,0,160,1.0,6,3,1947,0,1.0,280000
6316,1970,1850,1.5,0,0,1.0,6,4,1968,0,1.0,289000
15249,4790,3830,4.75,0,0,2.0,12,3,1999,0,2.0,1680000
16884,1540,2880,2.5,0,650,1.0,7,4,1957,0,1.0,760000
19754,2410,2750,4.0,0,800,2.0,8,3,2011,0,2.0,465000
12298,1350,2260,4.0,0,1350,1.0,7,3,1969,0,1.0,385000
66,2720,2750,2.5,0,0,2.0,10,3,1989,0,2.0,975000
7922,2930,2600,2.5,0,0,2.0,9,3,2005,0,2.0,782500
18512,1260,910,1.0,0,0,1.5,7,3,1918,0,1.5,220000
1633,1010,1620,2.5,0,1010,1.0,7,5,1968,0,1.0,495000
13936,930,3540,1.75,4,880,1.0,9,4,1983,0,1.0,990000
6604,1650,1760,2.5,0,0,2.0,8,3,1996,0,2.0,472500
4542,1300,1740,1.75,0,0,1.0,7,3,1969,0,1.0,397500
7973,1260,2200,1.75,1,440,1.0,8,3,1950,0,1.0,895000
1721,1430,1320,1.75,0,400,1.0,7,4,1966,0,1.0,300000
19854,2230,2330,3.5,0,420,2.0,8,3,2011,0,2.0,665000
6183,3360,3360,2.75,0,0,2.0,9,3,2014,0,2.0,738515
2314,2700,2630,2.25,0,0,2.0,9,5,1987,0,2.0,898000
1765,1030,1750,1.5,0,0,1.0,7,4,1967,0,1.0,301000
16558,1140,1490,1.75,0,0,1.0,7,4,1982,0,1.0,420000
7994,1680,2200,1.5,0,290,1.0,7,4,1955,0,1.0,425000
8000,3380,2790,4.25,0,0,2.0,8,3,2014,0,2.0,569950
13513,1340,1630,2.5,0,0,2.0,8,3,1984,0,2.0,432500
20062,2710,2380,2.5,0,0,2.0,7,3,2009,0,2.0,544999
4740,2140,2040,2.25,0,0,2.0,8,3,1987,0,2.0,393000
11890,3420,3420,3.5,0,0,2.0,9,3,2004,0,2.0,655000
3666,1520,1780,2.5,0,0,2.0,7,4,1985,0,2.0,158000
17390,940,1430,1.0,0,0,1.0,7,3,1968,0,1.0,347000
14406,5020,4930,4.25,0,0,2.0,12,3,1998,0,2.0,1500000
17592,2830,2730,2.5,0,0,2.0,9,3,2000,0,2.0,527000
415,1530,2520,1.75,0,1380,1.0,7,4,1967,0,1.0,570000
17706,1440,1960,3.0,0,760,1.0,7,3,1987,0,1.0,559900
3723,2080,2850,2.75,0,1060,1.0,8,4,1971,0,1.0,375000
342,1300,1580,1.75,0,1200,1.0,8,3,1957,0,1.0,425000
16199,1380,1400,2.0,0,1380,1.0,7,5,1964,0,1.0,399950
14566,2110,1780,3.25,0,0,2.0,8,3,2001,0,2.0,796000
7335,1440,1440,1.0,0,0,1.5,7,3,1946,0,1.5,395000
14095,920,1410,1.0,0,0,1.0,6,3,1944,0,1.0,229950
19137,3110,2910,3.5,0,0,2.0,8,3,2014,0,2.0,600600
11157,1700,1700,2.0,0,0,1.0,7,3,1986,0,1.0,290000
15702,1050,1320,1.75,2,0,1.5,6,4,1925,0,1.5,295000
10106,1600,1600,2.0,0,0,1.0,7,4,1979,0,1.0,460000
10310,3110,2850,2.5,0,0,2.0,9,3,1989,0,2.0,925000
5757,2740,2630,2.5,0,0,2.0,9,3,1989,0,2.0,648000
10520,1010,1550,1.0,0,0,1.0,7,4,1968,0,1.0,205000
6769,1230,1560,1.75,0,1230,1.0,7,4,1913,0,1.0,535000
17353,1470,1770,1.0,0,0,1.5,6,3,1924,0,1.5,180000
4764,1040,1880,1.0,3,0,1.0,6,3,1949,1989,1.0,154000
3783,1290,2230,2.5,1,1250,1.0,8,3,1964,0,1.0,374950
15842,1410,1820,1.75,0,380,1.0,7,4,1978,0,1.0,539000
10487,2700,1890,3.25,0,330,1.5,9,5,1925,0,1.5,1350000
10904,1750,1440,2.0,0,0,1.0,5,4,1943,0,1.0,199500
9932,1220,2560,1.75,2,1110,1.0,7,4,1953,0,1.0,689000
13104,1430,2400,2.5,0,650,1.0,8,3,1974,0,1.0,549950
6459,2290,1940,3.5,2,920,2.0,10,3,1917,2003,2.0,1290000
12973,940,1210,1.0,0,0,1.0,6,3,1959,0,1.0,242500
15155,3030,2660,3.25,0,890,2.0,9,3,2014,0,2.0,616200
10407,1020,1160,1.0,0,0,1.0,6,3,1941,0,1.0,242500
6242,2310,2480,2.5,0,0,2.0,8,3,1998,0,2.0,334000
